Date,City,Country,Perpetrator,Weapon,Injuries,Fatalities,Description
30-Jun-69,West Berlin,Federal Republic of Germany,Other,Unknown,2,0,"FEDERAL REPUBLIC OF GERMANY.  In an assassination attempt, a Croatian nationalist seriously wounded the head of the Yugoslav mission in West Berlin and injured one other person."
17-Jul-69,Calcutta,India,Unknown,Explosives,2,0,INDIA.  Two time bombs exploded in the USIS reading room in the consulate section of the consulate general at Little Russel Street Annex in Calcutta. One library patron received a bruise on his ankle from a fragment and one USIS local employee received minor burns.
18-Jul-69,London,United Kingdom,Popular Front for the Liberation of Palestine (PFL,Fire or Firebomb,0,0,"UNITED KINGDOM.  Terrorists fire-bombed a London department store known to have links with Israel.  The PFLP later claimed responsibility and warned that there would be more bomb attacks on Jewish-owned establishments in London and in the United States.  PFLP leader George Habbash said, We shall expand our operations everywhere, in all parts of the world.  The enemy camp includes not only Israel but also the Zionist movement, world imperialism led by the United States, and reactionary powers bound to imperialism."
18-Jul-69,London,United Kingdom,Popular Front for the Liberation of Palestine (PFL,Fire or Firebomb,0,0,"UNITED KINGDOM.  Terrorists fire-bombed a second London department store known to have links with Israel.  The PFLP later claimed responsibility and warned that there would be more bomb attacks on Jewish-owned establishments in London and in the United States.  PFLP leader George Habbash said, We shall expand our operations everywhere, in all parts of the world.  The enemy camp includes not only Israel but also the Zionist movement, world imperialism led by the United States, and reactionary powers bound to imperialism."
19-Jul-69,Khartoum,Sudan,Unknown,Explosives,0,0,SUDAN.  The USIS library in Khartoum was the target of a small bomb.
22-Jul-69,Manila,Philippines,Unknown,Explosives,0,1,PHILIPPINES.  Hand grenades were thrown at the USIS library and consulate building in Manila.  One Filipino was killed.
22-Jul-69,Belgrade,Yugoslavia,Unknown,Fire or Firebomb,0,0,YUGOSLAVIA.  Arson occurred in the Belgrade office of the U.S. Binational Commission Cultural Exchange during the night.
23-Jul-69,Athens,Greece,Unknown,Explosives,0,0,GREECE.  A cleaning woman discovered an explosive device in the Athens USIS Library.  It was set to explode when the library was vacant.
30-Jul-69,Tokyo,Japan,Other,Knives & sharp objects,0,0,JAPAN.  A knife-wielding Japanese youth made an unsuccessful assault on U.S. Ambassador to Japan A. H. Meyer as he was accompanying Secretary of State William Rogers to the Tokyo airport.
7-Aug-69,el Hamma,Israel,Popular Front for the Liberation of Palestine (PFL,Explosives,12,2,"ISRAEL.  Members of the PFLP set a bomb near El Hamma which blew up an Israeli bus, killing its civilian driver and a soldier and wounding twelve other soldiers."
8-Aug-69,Calcutta,India,Unknown,Explosives,0,0,INDIA.  An explosion at the Calcutta Post Office was directed at the USIS library.
9-Aug-69,Athens,Greece,Unknown,Explosives,0,0,GREECE.  Two American tourists were injured when a bomb exploded at an Olympic Airways facility in Athens.
17-Aug-69,London,United Kingdom,Popular Front for the Liberation of Palestine (PFL,Explosives,0,0,"UNITED KINGDOM.  PFLP terrorists planted incendiary bombs in Marks and Spencers, a department store in London."
18-Aug-69,Copenhagen,Denmark,Unknown,Explosives,0,0,DENMARK.  The Israel Tourist Office in Copenhagen was bombed.
18-Aug-69,Cairo,Egypt,Unknown,Unknown,0,0,"EGYPT.  An Egyptian Misrair Anatov-24 flying from Cairo to Aswan was hijacked to an airstrip north of Jidda, Saudi Arabia by six hijackers."
25-Aug-69,London,United Kingdom,Popular Front for the Liberation of Palestine (PFL,Explosives,1,0,"UNITED KINGDOM.  Terrorists bombed the Israeli Zim Lines office in London, injuring one person.  The PFLP claimed responsibility."
29-Aug-69,Paris,France,Popular Front for the Liberation of Palestine (PFL,Explosives,4,0,"FRANCE. Two members of the PFLP hijacked a TWA flight 840 707 en route between Paris and Athens.  The plane carried a crew of 12 and 101 passengers.  Announcing to the passengers the Che Guevara Commando Unit of PFLP had taken command of the flight, they ordered the plane flown to Damascus, Syria, where the passengers managed to jump from the plane before a bomb went off and destroyed the plane.  Four persons were injured.  The PFLP said the hijacking and destruction of the TWA plane, plus the hijacking of an El Al Israel Airlines plane to Algeria in July l968, the attacks on El Al planes in Athens in December 1968 and in Zurich in February 1969, were all part of a plan to strike at imperialist interests within and outside the Arab world. They also asserted that the action was in reprisal for American assistance to Israel.  The Syrians, holding six Israeli passengers, freed 105 passengers and crewmen who were flown to Athens and Rome.  Four of the Israelis, all women, were released September 1 and were flown back to Israel.  The two remaining Israelis were held by the PLO as hostages for the release of Syrian comrades held in Israeli prisons. Both hijackers, a woman, Leila A.  Khaled, and Salim K.  Essawi, were taken into Syrian custody."
3-Sep-69,Tokyo,Japan,Unknown,Fire or Firebomb,0,0,JAPAN.  Two Molotov cocktails were thrown at the U.S. embassy in Tokyo.
4-Sep-69,Rio de Janeiro,Brazil,Revolutionary Movement of the 8th (MR-8),Firearms,0,0,"BRAZIL.  Members of theRevolutionary Movement of the 8th (MR-8) and ALN (Action for National Liberation) kidnapped Charles Burke Elbrick, U.S. ambassador to Brazil, in Rio de Janeiro.  The kidnappers took Elbrick from his car and left a ransom note demanding the release of 15 prisoners who were to be flown to Algeria, Chile, or Mexico, and the publication of an antigovernment manifesto.  The kidnappers negotiated with the government by notes.On September 5, the government agreed to release the prisoners and authorized Brazilian newspapers to publish the manifesto.  The deal was almost upset at the final moment when paratroopers in Rio de Janeiro attempted to prevent the plane carrying the prisoners from taking off.  The paratroopers were ordered back to their barracks, however, and the plane left for Mexico on September 6.  Ambassador Elbrick was released on September 7.Following the episode, Brazilian authorities initiated a roundup of leftist suspects, arresting as many as 4,000.  This was the first of the diplomatic kidnappings, a practice that spread rapidly throughout Latin America in the next few years."
6-Sep-69,,Ecuador,Unknown,Firearms,1,1,"ECUADOR.  Twelve men and one woman armed with machine guns hijacked two Ecuadorean Air Force transport planes to Cuba.  During a refueling stop in Colombia, shooting broke out and one co-pilot was killed and one crew member wounded.  One of the planes was abandoned in Colombia, while the other continued to Panama and on to Cuba.  Passengers on the abandoned plane said the hijackers had explained their mission as a retaliatory act to protest the deaths of several students in anti-government rioting in Guayaquil in May."
8-Sep-69,Hague,Netherlands,Popular Front for the Liberation of Palestine (PFL,Explosives,0,0,"THE NETHERLANDS.  PFLP terrorists claimed credit for throwing hand grenades at the Israeli Embassy at The Hague.  There were no injuries or damage.   On Sept. 9, 1969 the PFLP claimed credit for the three coordinated attacks (Brussels, Bonn & The Hague)."
8-Sep-69,Bonn,Federal Republic of Germany,Popular Front for the Liberation of Palestine (PFL,Explosives,0,0,"FEDERAL REPUBLIC OF GERMANY.  Two PFLP terrorists bombed the Israeli embassy in Bonn, causing minor damage. On Sept. 9, 1969 the PFLP claimed credit for the three coordinated attacks (Brussels, Bonn & The Hague)."
8-Sep-69,Brussels,Belgium,Popular Front for the Liberation of Palestine (PFL,Explosives,4,0,"BELGIUM.  Three Arabs recruited by Al Fatah, two of them teenage boys, threw hand grenades at the El Al Airlines office in Brussels.  Four people were injured by flying glass. On Sept. 9, 1969 the PFLP claimed credit for the three coordinated attacks (Brussels, Bonn & The Hague)."
9-Sep-69,Asmara,Ethiopia,Eritrean Liberation Front (ELF),Unknown,0,0,"ETHIOPIA.  Murray E.  Jackson, the American consul general in Asmara, was kidnapped, along with a British businessman, by members of the ELF.  No ransom demands were made.  After signing a document stating that he had been instructed in the ELF's objectives and that he had not been mistreated, Mr. Jackson was released several hours later."
12-Sep-69,Amman,Jordan,Unknown,Explosives,0,0,"JORDAN.  A bomb went off on the porch of the Amman home of the U.S. assistant army attache, causing no injuries and only slight damage."
13-Sep-69,Palermo,Italy,Unknown,Fire or Firebomb,0,0,ITALY.  Two small Molotov cocktails were thrown at the entrance of the Palermo apartment building housing the American consul general.
13-Sep-69,Addis Ababa,Ethiopia,Eritrean Liberation Front (ELF),Firearms,0,0,"ETHIOPIA.  Three armed members of the Eritrean Liberation Front (ELF) hijacked an Ethiopian Airlines DC-6 with 66 passengers aboard.  The flight, bound for Djibouti from Addis Ababa, was forced to land at Aden, Southern Yemen.  One of the hijackers, Mohammed Sayed, 18, was shot by an Ethiopian secret police official who had been a passenger on the flight.  Police captured the other two hijackers."
20-Sep-69,Sao Paulo,Brazil,Unknown,Firearms,2,0,"BRAZIL.  Terrorists in two sedans pulled up in front of the U.S. consulate in Sao Paulo, dismounted, and forced the guard to kneel and forfeit his revolver.  Two policemen arrived but were gunned down as they were leaving their car."
27-Sep-69,La Paz,Bolivia,Unknown,Explosives,0,0,BOLIVIA.  A man threw a bomb in front of the U.S. consul's home in La Paz.
1-Oct-69,Quito,Ecuador,Unknown,Other,0,0,ECUADOR.  A large noise bomb was thrown from a small gray European car at the base of the wall adjoining the main entrance to the chancery of the U.S. embassy in Quito.
1-Oct-69,Vancouver,Canada,Unknown,Fire or Firebomb,0,0,CANADA.  A firebomb was thrown against the door of the U.S. consulate general in Vancouver.
6-Oct-69,Cordoba,Argentina,Unknown,Explosives,0,0,"ARGENTINA.  A bomb damaged the offices of the First National City Bank in Cordoba.  It was part of a series of attacks that day against American businesses. Pepsi-Cola, Squibb, and Dunlop Tires were also attacked."
6-Oct-69,Cordoba,Argentina,Unknown,Explosives,0,0,"ARGENTINA.  A bomb damaged the offices of Pepsi-Cola in Cordoba.  It was part of a series of bombings in the city against American businesses.  First National City Bank, Squibb, and Dunlop Tires were also attacked."
6-Oct-69,Cordoba,Argentina,Unknown,Explosives,0,0,"ARGENTINA.  A bombs damaged the offices of Squibb in Cordoba.  It was part of a series of bombings against American businesses in the city.  First National City Bank, Pepsi-Cola, and Dunlop Tires were also attacked."
6-Oct-69,San Miguel de Tucuman,Argentina,Unknown,Explosives,0,0,ARGENTINA.  Bombs damaged offices of IBM Corporation and General Electric Company in San Miguel de Tucuman.There were four more bombings in Cordoba against American businesses the same day.
6-Oct-69,San Miguel de Tucuman,Argentina,Unknown,Explosives,0,0,ARGENTINA.  Bombs damaged offices of IBM Corporation and General Electric Company in San Miguel de Tucuman.There were four other bombing the same day in Cordoba against American businesses.
6-Oct-69,Cordoba,Argentina,Unknown,Explosives,0,0,"ARGENTINA.  A bomb damaged the offices of Squibb  in Cordoba.  There were three other bombings against American businesses in Cordoba the same day - First National City Bank, Pepsi-Cola, and Dunlop Tires."
7-Oct-69,Buenos Aires,Argentina,Unknown,Explosives,0,0,ARGENTINA.  The U.S.  Information Service library in Buenos Aires was bombed.
8-Oct-69,Buenos Aires,Argentina,Unknown,Explosives,0,0,ARGENTINA.  A branch of the Bank of Boston in Buenos Aires was bombed.
8-Oct-69,Santa Fe,Argentina,Unknown,Explosives,0,0,ARGENTINA.  An office of Remington Rand was bombed in Santa Fe.
14-Oct-69,Bogota,Colombia,Unknown,Firearms,0,0,COLOMBIA.  Unidentified gunmen fired on the Swiss embassy in Bogota. No one was wounded.
23-Oct-69,Lima,Peru,Unknown,Fire or Firebomb,0,0,PERU.  Five Molotov cocktails were thrown at the front doors of the U.S. embassy chancery in Lima.  Only one bomb ignited.
25-Oct-69,La Paz,Bolivia,Unknown,Explosives,0,0,BOLIVIA.  A bomb exploded in front of the La Paz headquarters of the U.S. Peace Corps.
26-Oct-69,Beirut,Lebanon,Unknown,Explosives,0,0,"LEBANON.  A small explosive charge detonated in Beirut under the car of the U.S. embassy regional communications officer, which was parked in front of his home."
1-Nov-69,Tokyo,Japan,Unknown,Explosives,0,0,JAPAN.  A time bomb was placed near the reception desk of the American Cultural Center in Tokyo.  It was found and dismantled.
9-Nov-69,La Paz,Bolivia,Unknown,Explosives,0,0,BOLIVIA.  A dynamite stick was thrown at the La Paz US Binational Center.
20-Nov-69,,Argentina,Fuerzas Armadas Peronistas (FAP),Explosives,0,0,ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.
20-Nov-69,,Argentina,Peronist Armed Forces (FAP),Explosives,0,0,ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.
20-Nov-69,,Argentina,Peronist Armed Forces (FAP),Explosives,0,0,ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.
20-Nov-69,,Argentina,Fuerzas Armadas Peronistas (FAP),Explosives,0,0,ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.
20-Nov-69,,Argentina,Fuerzas Armadas Peronistas (FAP),Explosives,0,0,ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.
20-Nov-69,,Argentina,Fuerzas Armadas Peronistas (FAP),Explosives,0,0,ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.
20-Nov-69,,Argentina,Fuerzas Armadas Peronistas (FAP),Explosives,0,0,ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.
20-Nov-69,,Argentina,Fuerzas Armadas Peronistas (FAP),Explosives,0,0,ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.
20-Nov-69,,Argentina,Fuerzas Armadas Peronistas (FAP),Explosives,0,0,ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.
20-Nov-69,,Argentina,Fuerzas Armadas Peronistas (FAP),Explosives,0,0,ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.
20-Nov-69,,Argentina,Fuerzas Armadas Peronistas (FAP),Explosives,0,0,ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.
20-Nov-69,,Argentina,Fuerzas Armadas Peronistas (FAP),Explosives,0,0,ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.
20-Nov-69,,Argentina,Fuerzas Armadas Peronistas (FAP),Explosives,0,0,ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.
20-Nov-69,,Argentina,Fuerzas Armadas Peronistas (FAP),Explosives,0,0,ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.
20-Nov-69,,Argentina,Fuerzas Armadas Peronistas (FAP),Explosives,0,0,ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.
27-Nov-69,Athens,Greece,Palestinian Popular Struggle Front,Explosives,13,1,"GREECE.  In a hand-grenade attack on the El Al Israel Airlines office in Athens, a Greek child was killed and 13 people were wounded.  Two Jordanian terrorists were sentenced to 11-year and 8-year jail terms, but they were freed after the hijacking of an Olympic Airways plane to Cairo on July 22, 1970.  Mildos Dergarabedian was arrested in the United States in August 1979, and was deported as a member of an international terrorist group called the Palestinian Popular Struggle Front.  He admitted that he was the one who tossed the hand grenade into the crowded airlines office in 1969.  He apparently slipped through the U.S.immigration service's first line of defense by using his Palestinian first name, Mildos, on an application for a tourist visa.  He had been convicted in Athens under his given Armenian name, Elias."
29-Nov-69,Canberra,Australia,Other,Explosives,0,0,AUSTRALIA.  Croatian extremists bombed the Yugoslav embassy in Canberra.
5-Dec-69,Frankfurt,Federal Republic of Germany,Unknown,Fire or Firebomb,0,0,"FEDERAL REPUBLIC OF GERMANY.  Incendiary devices were thrown into the Frankfurt Amerika Haus, causing no fire damage."
12-Dec-69,West Berlin,Federal Republic of Germany,Unknown,Explosives,0,0,FEDERAL REPUBLIC OF GERMANY.  A bomb was discovered in the West Berlin office of El Al.
12-Dec-69,Madrid,Spain,Eritrean Liberation Front (ELF),Explosives,0,0,"SPAIN.  Two men armed with pistols and explosives were killed by plainclothes security guards as they attempted to hijack an Ethiopian Airlines jet shortly after takeoff from Madrid on a flight to Addis Ababa. In Damascus, the Eritrean Liberation Front (ELF) admitted that the two slain men were members of the ELF but claimed that they had not intended to hijack the airliner, merely to hand out leaflets.  On December 10, Spanish police had arrested a third suspected ELF member at the Madrid airport for carrying explosives."
13-Dec-69,,Federal Republic of Germany,Unknown,Explosives,0,0,"FEDERAL REPUBLIC OF GERMANY.  A bomb exploded outside a U.S. officer's club, causing slight damage."
20-Dec-69,Ankara,Turkey,Unknown,Explosives,0,0,TURKEY.  A small bomb exploded at the edge of property behind the USIS building in Ankara breaking six windows.
21-Dec-69,Athens,Greece,Popular Front for the Liberation of Palestine (PFL,Explosives,0,0,"GREECE.  Athens police arrested three Arabs as they were preparing to board a TWA plane bound for Rome and New York.  The three, who had arms and explosives, said that they were members of the PFLP, and that they had received orders to divert the airplane to Tunis where they were to evacuate the passengers and blow up the plane.  One of the hijackers confessed that he and his colleagues had planned to hijack the aircraft to Tunis, empty it of passengers, and then blow it up to warn the Americans to stop providing air communications with Israel. They were freed after the hijacking of an Olympic Airways plane to Cairo on July 22, l970."
29-Dec-69,Wellington,New Zealand,Unknown,Fire or Firebomb,0,0,NEW  ZEALAND.  The butler at the Wellington home of the U.S. ambassador found two Molotov cocktails on the driveway outside the house.  One had exploded.
29-Dec-69,,Philippines,Unknown,Explosives,0,0,PHILIPPINES.  Philippine nationalists attempted to assassinate U.S. Vice President Spiro T. Agnew by throwing a bomb at his car.  There was no damage.
